	2009.0417713901377
Ross D. King	2014.0
Dingwen Zhang	2015.0
Endre Boros	2000.0
Nima Dokoohaki	2014.0
Stephen D. Bay	2001.5
Shaoqing Ren	2014.5
Ranjitha Kumar	2012.0
Girijesh Prasad	2006.5
Boting Yang	2014.0
S. Avinash Ramakanth	2014.0
Bernard J. Jansen	2007.2
Yonghuai Liu	2007.5
Qiang Lu	2000.0
Bin Zhang 0013	2007.0
Yongrui Qin	2015.0
Maria Fasli	2012.0
Nathan Srebro	2008.8484848484848
Fei Wang 0003	2009.0
Debabrata Dey	2004.25
Paul Wong	2013.0
Barry Smyth	2004.0
Jiawei Zhang	2014.4
Michele Trevisiol	2014.0
Xiao Fang	2013.0
Xinlan Liu	2012.0
Li Xue	2013.0
Grzegorz Soza	2012.0
Mehdi Garakani	2010.0
Eran Stark	2004.0
Beng Hai Lee	2015.0
Alan Mah	2015.0
Manuel J. Marín-Jiménez	2008.5
Suzanne Stevenson	2007.0
Eric C. C. Tsang	2010.0
Martin H. C. Law	2004.0
Thomas Heimrich	2004.0
Oren Boiman	2007.0
Mark Braverman	2009.0
Hai Huong Dam	2008.0
Yi Shen	2012.75
Ying Kang	2015.0
Joseph P. Turian	2006.0
Janardhan Rao Doppa	2012.6666666666667
Michael T. Wolf	2015.0
Andrew O. Hatch	2010.0
Jothi Swarubini Vindhiya Varman	2010.0
Shaul Oron	2013.5
Giancarlo Fortino	2011.0
Julie A. Dickerson	2007.0
Sanjay Ganesh Kanade	2009.5
Michael Riley	2009.0
Mathieu Brédif	2010.0
Michinari Momma	2004.6666666666667
Ander Barrena	2014.0
Enrique Puertas Sanz	2007.0
Le Yang	2015.0
Xiaodong Yang	2012.0
Guo-Qiang Zhang	2007.0
Saima Aman	2013.0
Dengyao Mo	2012.0
Geetha Jagannathan	2008.0
Kimmo Raivio	2001.0
Fabrizio Costa	2009.6
Chris Kelman	2008.0
Nandish Jayaram	2015.0
Vamsi K. Ithapu	2013.0
Deepak Chawla	2001.0
Johannes Ullrich	2008.0
Markus Hegland	2003.0
Hyunki Kim	2008.0
Harry Stavropoulos	2007.0
Takeshi Kurata	2000.0
Sanjeev Satheesh	2011.0
Michael Bendersky	2011.2
Katayoun Farrahi	2014.0
T. Hirsimäki	2004.0
Andrey Syssoev	2009.0
Kooksang Moon	2005.5
Flavius Frasincar	2015.0
Sung Chan Jun	2003.0
Yong-Hyuk Kim	2007.0
Yuan Zhong	2015.5
Marta Capdevila Dalmau	2009.0
Alain de Cheveigné	2008.0
Omar el Ariss	2009.0
Edie Rasmussen	2011.5
Federica Bogo	2014.0
Dawei Meng	2014.0
Youding Zhu	2008.0
Pierre-Marc Jodoin	2011.25
Jun He	2011.4444444444443
Srihari Padmanabhan	2006.0
David Groisser	2006.0
Richard Boulton	2000.0
Fang Chen	2014.6666666666667
Nan Lin	2009.0
Chris Clifton	2005.6666666666667
Hiroshi Ishikawa 0004	2014.0
Li Xiao	2004.0
Zhongchen Miao	2014.0
Michael A. Greenspan	2008.0
Gen Kitagata	2015.0
Mark Kliger	2015.0
Mengyang Yu	2015.0
Avinash Kumar 0001	2014.0
Kye-Hyeon Kim	2007.0
Paradee Phempoonpanich	2001.0
Fabian Triefenbach	2010.0
Meng Fang	2013.7142857142858
Shibin Parameswaran	2010.0
Shi-Jinn Horng	2014.0
Love Cederstroem	2012.0
David Fernandes de Oliveira	2011.0
Simone Gasparini	2008.0
Rongling Lang	2007.0
Wei Fan	2009.5740740740741
Mike Phulsuksombati	2015.0
Ajita Rattani	2009.0
Viraj Phanse	2011.0
Xiang Ming	2015.0
Jan Kybic	2012.25
Deqing Yang	2015.0
Jianshu Chen	2015.0
Giuseppe Serazzi	2003.0
Ju-Sheng Mi	2009.0
Takafumi Aoki	2013.0
Hsing-Ling Chen	2007.0
Bastien Pesenti	2005.0
Aleksandar Peckov	2008.0
Kurt Kramer	2011.0
Tomi Yiu	2005.0
Tomer Hertz	2004.0
Perdinan	2013.0
Hongxing He	2005.0
Dewey Tucker	2001.0
Simon M. Garrett	2012.0
Zenglin Xu	2009.5
Li Liu	2008.0
Marc Niethammer	2009.0
Asuman Suenbuel	2006.0
Tianxing Cai	2013.0
Robert Villa	2011.3333333333333
Weili Lin	2009.0
Zhenhui Li	2014.0
Ziyang Liu	2012.0
Stefano Mizzaro	2012.1666666666667
Huaizhong Kou	2002.0
Javier Turek	2014.0
Derry Tanti Wijaya	2012.0
Greg Schohn	2000.0
Paul Timothy Furgale	2013.0
Naruhiro Ikeda	2003.0
Christopher Raphael	2005.5
Shuheng Zhou	2009.25
Nicolas Wotawa	2006.0
Linlin Xu	2015.0
Zhichen Xu	2004.0
Jingjing Meng	2012.0
Eric Hsueh-Chan Lu	2012.3333333333333
Lakshman Prasad	2008.0
Simon Günter	2007.0
Yu Wang 0032	2010.0
Fatma Kaâbi	2006.0
Philip Bradley	2007.0
Vinayaka Pandit	2010.0
Georgia Koutrika	2011.75
Minoru Asada	2015.0
Pramod Viswanath	2014.5
Dragan Tomic	2014.0
Atika Qazi	2013.0
Eddy Maddalena	2015.0
Thomas Liebig	2012.8333333333333
Lior Rokach	2010.375
Mike Barley	2002.0
Steven Liu	2015.0
Luis von Ahn	2008.0
Aydin Buluç	2012.0
Clement H. C. Leung	2012.0
Andrea Albarelli	2012.0
Scott T. Leutenegger	2000.0
Ilija Bogunovic	2014.0
M. Maruf Hossain	2008.75
David B. Cooper	2009.125
Hae-Gon Jeon	2015.0
Xiuqin Ma	2012.0
Martin Haker	2008.0
Klaus Pawelzik	2008.3333333333333
Asmaa Hosni	2011.0
Benjamin Packer	2010.0
Yair Weiss	2005.888888888889
Samuel Audet	2008.6666666666667
Paul Suetens	2010.0
Anurag Mittal	2006.875
Leslie G. Valiant	2009.0
Rohit R. Saboo	2008.0
Yuji Yamauchi	2010.0
Jinlong Zhou	2011.0
Parag C. Pendharkar	2005.0
Fionn Murtagh	2008.0
Ching Lien	2011.0
Thomas Christensen	2000.0
Ian N. Robinson	2008.0
Bob Williamson	2015.0
John Yearwood	2010.0
Kai Halttunen	2005.0
Jie Yin	2008.909090909091
Pranav Patel	2002.0
Xiongwei Zhu	2011.0
Divya Bhadoria	2003.0
Haoyu Yu	2011.0
Anne Sabourin	2015.0
P. Espinace	2008.0
Ahbik Lahiri	2011.0
Ankur Datta	2011.3333333333333
Meihang Li	2014.0
K. A. Navas	2008.0
Katsuji Bessho	2003.0
Daniel Scharstein	2008.0
Sanchit Aggarwal	2015.0
Fergus Toolan	2008.0
Francisco Pereira	2007.5
W. John Wilbur	2007.0
Huaqing Min	2014.0
Yue Guan	2011.0
Cosma Rohilla Shalizi	2009.0
Pedro Bizarro	2009.0
Julie Ann McCann	2015.0
Matthew Brown	2014.0
Joachim Bauer	2004.0
Zheng Lin	2012.0
Masrour Zoghi	2014.0
Tingting He	2012.0
Roman Rosipal	2003.0
Martin J. Wainwright	2008.9117647058824
Kristina Lerman	2011.6666666666667
Timothy F. Gee	2007.0
Nicolae Duta	2000.0
Lida Rashidi	2015.0
Richard D. Holowczak	2001.0
Pyry-Antti Siitari	2010.0
Renee Laubscher	2013.3333333333333
Ali Khamene	2008.0
Taesun Moon	2013.0
Mauricio Marín	2012.0
Karim Benzeroual	2012.0
Qiang Ye	2006.0
Srinivas Narayanan	2011.0
Florent Couzinie-Devy	2013.0
Tak-Chung Fu	2002.0
Peter Poller	2010.0
Jey Kottalam	2013.0
Moumen T. El-Melegy	2013.6666666666667
Yutaka Yanagisawa	2008.5
Min-Woo Lee	2007.0
Andrew C. Lindgren	2004.0
Bernhard Volz	2010.5
David Marimon	2010.0
Suju Rajan	2010.4
Victor Lavrenko	2005.3076923076924
T. Vaid	2001.0
Yibing Chen	2012.5
Özge Can Özcanli	2011.6666666666667
Christopher Farah	2014.0
Jordi Vitrià	2006.2727272727273
Nena M. Marin	2010.0
Zak Stone	2009.5
Brian Chung Shiong Loh	2009.0
Zhuo Hui	2014.0
Liang Yu	2015.0
Tianjun Xiao	2015.0
Aju Thalappillil Scaria	2014.0
Pablo Sprechmann	2012.0
Po-Sen Huang	2014.0
Yifei Xue	2001.0
Soumya Datta	2008.0
Pritish Mohapatra	2014.0
Young U. Ryu	2013.0
Mei-Chen Yeh	2006.0
Etienne Beauchesne	2003.0
Dillon Laird	2014.0
Srivatsava Daruru	2010.0
Shunan Zhang	2013.0
Jiachen Chen	2010.0
Marko Salmenkivi	2004.0
Thorsten Thormählen	2011.0
Cheng-Hua Pai	2007.0
Xiaolong Zhang	2007.0
Alexandre Termier	2006.8333333333333
Avrim Blum	2007.391304347826
Ramesh Palghat	2015.0
Ronald K. Perline	2002.5
Jianting Cao	2003.0
Ramurti A. Barbosa	2005.0
Bilal Hawashin	2010.0
How Jing	2014.0
Vittal Premachandran	2013.3333333333333
Egil Bae	2010.0
Akira Yanagawa	2009.0
Jianfeng Lu	2015.0
P. Mack	2009.0
Uwe Röhm	2008.0
Nitish Srivastava	2013.5
Eakasit Pacharawongsakda	2012.5
Yong Du	2015.0
David Tien	2014.5
Yves Simon	2003.0
Yosi Keller	2004.0
Christos Anagnostopoulos	2015.0
Shankar Vembu	2012.0
N. Jeremy Hill	2005.25
Bharat K. Bhargava	2003.75
Luca Pretto	2009.0
Alexandre Lacasse	2007.5
Konstantin Likharev	2005.0
Ran Eshel	2008.0
Pieter W. Adriaans	2007.0
Aditi Gupta 0003	2012.0
Henri Briand	2004.25
Juhua Hu	2014.5
Jianbo Ma	2000.0
Gang Fang	2011.5
Hua Zhong	2011.75
Jianfei Chen 0001	2013.5
Xiao Cao	2004.0
Taoufik Ben Abdellatif	2003.0
Thomas Solignac	2013.0
William D. Smart	2003.6666666666667
Yan Zhang	2008.6666666666667
Pier Luigi Mazzeo	2013.0
Teresa Ko	2009.5
Atsushi Fujii	2004.6666666666667
Hangkyu Kim	2014.0
Pascal Poncelet	2010.857142857143
Alexander Gassmann	2010.0
Asi Elad (Elbaz)	2001.0
Damien Teney	2015.0
Hans Burkhardt	2008.0
Juan Yang	2013.0
Britta Störmann	2006.0
Yasin N. Silva	2016.0
Tim Churches	2004.0
Javier Civera	2012.0
Kaden Hazzard	2003.0
Douglas L. Brutlag	2004.0
Zaïd Harchaoui	2011.0
Lifeng Luo	2014.0
Sarah Harwell	2002.0
Jan Leike	2015.0
Quentin J. M. Huys	2005.6666666666667
George K. Kokkinakis	2001.0
Andrew B. Whinston	2005.0
Cody C. T. Kwok	2002.0
Yuichi Matsumoto	2012.0
Uri Hasson	2009.0
Rui Yao	2013.0
Julien Rabatel	2010.0
Nuno Pinho da Silva	2008.0
Alexessander Alves	2004.0
Jan Gasthaus	2009.0
Anshumali Shrivastava	2013.2
Karthik Ramani	2011.25
Salem Hannoun	2015.0
Stefania Montani	2013.0
Lian Liu	2008.0
Kazuhiro Suwa	2010.0
Nicholas Lester	2004.0
Erin J. Bredensteiner	2000.0
Dan Xie	2015.0
Yong-Bae Lee	2002.0
Chi-Yin Chow	2014.0
Daniel Dahlmeier	2014.0
Guojing Luo	2007.0
Yongli Ren	2013.0
Philippe Fournier-Viger	2014.4285714285713
Prabath Gunawardane	2010.5
Yuelong Jiang	2005.0
Chayant Tantipathananandh	2011.0
Masateru Harao	2005.0
João Magalhães	2010.8
Ayan Bandyopadhyay	2008.0
Dennis Koelma	2000.0
Po-Ruey Lei	2013.5
Jae-Gil Lee	2013.0
Rakesh Shiradkar	2014.0
V. Venkataraman	2010.0
Chang-Wu Yu	2007.0
András György	2011.3333333333333
Kejun Dong	2014.0
Philipp Koschorrek	2013.0
Tessa A. Lau	2000.0
Giuseppe Manco	2007.3333333333333
Daniel Lee	2009.5
Creighton Heaukulani	2013.5
Zhang Yi 0001	2013.5
Eleazar Eskin	2001.8
Serwah Sabetghadam	2015.0
Trina Russ	2006.0
Tilmann F. W. Bruckhaus	2005.0
Nikita V. Spirin	2015.5
Lior Wolf	2009.0454545454545
Ruth E. Mayagoitia	2014.0
Robert West 0001	2014.0
Huaizu Jiang	2013.0
Mao-Pei Tsui	2007.0
Jan Frederik Forst	2007.0
Shannon Kelly	2007.0
Cong Leng	2014.4
Ali Elqursh	2011.0
Lihi Zelnik-Manor	2008.75
Takao Shibasaki	2000.0
Te Pi	2014.0
T. L. Prasanna Venkatesan	2010.0
Sylvain Arlot	2011.0
Joseph E. Gonzalez	2013.3333333333333
Jinming Min	2012.0
Yoshiaki Okubo	2010.0
John Z. Zhang	2010.5
Jingyu Yang	2014.0
Mike Miller	2009.0
Qiang Chen	2012.5714285714287
David Rincón	2011.0
Nguyen Trung Thành	2011.0
Sanvesh Srivastava	2014.0
Andreas Wimmer	2012.0
Pradheep Elango	2009.6666666666667
Andrew Temlyakov	2009.5
Anne-Marie Dogonowski	2010.0
Siliang Tang	2014.0
Ke Deng	2012.0
Michel L. Goldstein	2005.0
Takeshi Kurashima	2014.0
Shuo Shang	2014.5
Chin-Hui Lee	2003.5
Been-Chian Chien	2008.0
María Arancha Simón Hurtado	2012.0
Liang-Yuh Ouyang	2009.0
Ronen Basri	2005.8666666666666
Edgar Meij	2011.611111111111
Zhen James Xiang	2010.0
Bin Zhang 0004	2003.0
Adrien Todeschini	2013.0
Shuntaro Yamazaki	2007.5
Shawn R. Wolfe	2009.0
Rebecca A. Hutchinson	2006.3333333333333
Peter Kohlhepp	2000.0
Jeremy E. Niven	2011.0
Qi Qian	2013.75
Marcelino Pereira dos Santos Silva	2006.5
Mark W. Koch	2009.7142857142858
Jan C. van Gemert	2012.0
Hui Ma	2007.0
Jiwhan Kim	2014.0
Sanjeev Arora	2011.6666666666667
Yifei Yuan	2010.5
Gongxian Cheng	2002.0
Robert Williamson	2015.0
Johannes Schels	2012.0
Chi Li	2015.0
Yakub Sebastian	2012.6666666666667
Donna L. Hoffman	2005.0
Patrick Grother	2007.0
He Feng	2014.0
György J. Simon	2011.4
Sofia Mosci	2008.5
Naji Shajarisales	2015.0
Pritam Chanda	2009.5
Xianjie Qiu	2008.0
Edward Rosten	2009.0
Su-Qi Wang	2012.0
Shivapratap Gopakumar	2015.0
David M. Blei	2009.2272727272727
Xiaotao Zou	2005.0
Evi Yulianti	2015.0
Liming Zhan	2015.0
Nicolas Boumal	2011.0
Chung-Hua Chu	2012.6666666666667
David Rotermund	2002.0
Valentina Bayer Zubek	2005.0
Krishna P. Gummadi	2016.0
Alan L. Yuille	2008.8035714285713
Sebastian Goebl	2012.0
Nguyen Thanh Tam	2013.0
Martin Buss	2006.0
Jan Vanthienen	2013.0
Dong Li	2013.0
Hannes Pirker	2002.0
Lin Liang	2008.0
Cláudia Antunes	2011.0
Benny Kimelfeld	2012.0
Qihui Zhu	2007.3333333333333
Zhaoran Wang	2014.0
Navid Zolghadr	2012.5
Kaio Wagner Lima Rodrigues	2015.0
Bodo Billerbeck	2009.5
Dongxiang Zhang	2014.0
Max W. Ward	2011.0
Francesco Paci	2014.0
Mayu Sakurada	2014.0
Raju Shrestha	2005.0
Chid Apté	2010.0
Ahmed Amrani	2004.0
Denis Gingras	2001.0
Chanjung Park	2002.0
Ernest V. Garcia	2004.5
Yi Lai	2015.0
Alexander A. Sherstov	2006.5
Shaohui Liu	2010.0
Yossi Itcher	2012.0
Daniel Fried	2012.0
Matthias Petri	2013.6666666666667
Mo Yu	2014.0
Suhang Wang	2015.0
Jacob Eisenstein	2011.0
Kathy Ryall	2009.0
Yishi Wang	2010.0
Jin-yi Cai	2004.0
Alexander Gerhard Schwing	2014.0
Mohammad Moghimi	2014.0
Liangang Liu	2003.0
Philip Derbeko	2003.0
Jian Shao	2012.3333333333333
Peter Phillips	2007.0
Masakazu Nakase	2009.0
Jette Randløv	2000.0
Shahzad Rajput	2012.0
Yu Zhong	2010.0
N. Rattanakronkul	2003.0
Erik Pogalin	2008.0
Nicholas Ruozzi	2013.0
Anna M. Ritz	2006.0
Christoph Römer	2012.0
Liefeng Bo	2009.8
Shunsuke Hirose	2008.0
D. Scott Wills	2007.5
Sau Dan Lee	2007.7272727272727
Colin DeLong	2009.6666666666667
Sudhir Kaushik	2001.0
Weiwei Chen	2015.0
Rufeng Chu	2007.0
Alban Galland	2010.0
Mianwei Zhou	2011.0
Arunachalam Narayanaswamy	2011.0
Harunobu Kubo	2008.0
James Rosswog	2010.0
Muddassar Farooq	2012.5
Jianjun Wu	2011.0
Nizar Grira	2007.0
Giorgio Maria Di Nunzio	2013.0
Roee Litman	2013.3333333333333
Vijay Raghavan 0002	2000.0
Xiaowen Ding	2007.5
Pramuditha Suraweera	2012.0
Lin Zhu	2009.0
Nicolas Hautière	2009.0
Hyunjoon Lee	2012.0
Chin-Yew Lin	2012.090909090909
Oren Souroujon	2001.0
Airu Yin	2014.0
Yongbing Mei	2007.0
Joong Geun Lee	2003.0
Zhuming Zhang	2012.0
Robert J. Butera	2007.0
Alvis Cheuk M. Fong	2009.0
Chaomin Ke	2014.0
Jason N. Bank	2009.0
Yaron Diamant	2008.0
Guy N. Rothblum	2006.0
Constantine Alexander Vitt	2015.0
Hideto Yokoi	2004.75
Lara De Vinco	2004.0
Ken Barker	2013.5
Ridzwan Suri	2007.0
Miguel Granados	2010.0
Jiedan Zhu	2010.0
David Leake	2015.0
Ruslan Salakhutdinov	2010.4418604651162
Bharadwaj Veeravalli	2005.5
Charles F. Cadieu	2010.5
Yan Zhu	2015.0
Shuangjiu Xiao	2007.0
Xingjie Liu	2012.8
Christian D. Sigg	2008.0
Swapna Joshi	2010.0
Ya Zhang	2010.2222222222222
Graeme Richards	2001.0
Swapna Gottipati	2014.0
Andy M. Yip	2005.3333333333333
Julio Santisteban	2015.0
Quamrul I. Khan	2005.5
Daniel Dajun Zeng	2011.5
Nikos Pelekis	2012.0
Mongi A. Abidi	2006.076923076923
Xun Zheng	2013.5
Chong Yang	2014.0
Duncan Smith	2006.0
Stefan A. Robila	2009.25
Teng Li	2010.3333333333333
Petra Galuscáková	2013.0
Jaime Arguello	2011.8
Pavlos Delias	2011.0
Levent V. Orman	2001.0
Takahide Hoshide	2012.5
Baile Shi	2006.75
Jianbo Yuan	2015.0
Adam M. Smith	2008.0
A. Enis Çetin	2007.0
Martin Líska	2015.0
Ken Church	2011.0
Jimmy Huang	2011.0
William A. Bauson	2006.0
Tobias Schnabel	2013.0
Hua-Gang Li	2008.0
Ting Guo	2014.0
Kikuo Fujimura	2008.0
Nurjahan Begum	2015.0
Cesar F. Caiafa	2011.0
Dingyu Yang	2014.0
Ismail Sengor Altingovde	2015.0
Marco Bressan	2001.0
Yen Kaow Ng	2006.0
Nikhil R. Devanur	2016.0
Dragos D. Margineantu	2000.0
Scott Thayer	2003.0
Kai Zhao	2010.3333333333333
Ning Yan	2014.0
Chia-Tung Kuo	2014.3333333333333
Mor Peleg	2010.0
Pauline Lienhua Chou	2005.0
Fengshan Bai	2007.6666666666667
Xuan Wang	2014.0
John M. Franchak	2014.0
Moni Naor	2006.0
Debbie Richards	2002.0
Shaojing Fan	2014.0
Simon C. K. Shiu	2006.0
Qijun Chen	2003.0
Bela A. Frigyik	2011.0
Charalambos Poullis	2009.0
Soumya Ghosh	2011.6666666666667
Yuval Nardi	2007.0
Sanjoy K. Mitter	2010.0
Ying Bai	2007.0
Ulrich Buddemeier	2009.0
Aarti Singh	2011.6666666666667
Richard Bowden	2010.6
B. Bullot	2004.0
Huy Quan Vu	2010.0
Xiaohu Yang	2012.0
Jussara M. Almeida	2011.2857142857142
Cagri Balkesen	2015.0
Yonghong Peng	2004.0
Huan Sun	2014.0
Roland Goecke	2007.5
Jizhou Luo	2012.0
Dennis Wegener	2009.0
William R. Crum	2006.0
Marie-Odile Berger	2000.0
Marthinus Christoffel du Plessis	2013.4
María Dolores Rodríguez-Moreno	2006.0
Leigh J. Fitzgibbon	2002.0
Dennis E. H. Zhuang	2014.0
Byungkyu Lee	2005.0
Jung Wook Suh	2011.0
Dang Bach Bui	2013.0
Yidong Yuan	2008.0
Patrik Sundberg	2011.0
Li Ruan	2013.0
Andrew Guillory	2010.25
Paul C. Brewer	2007.0
Linda L. Hill	2002.0
Jehanzeb Abbas	2007.0
Kang Zheng	2015.0
Carolina Rio Bartulos	2007.0
John Lim	2008.5
Yair Poleg	2014.5
William M. Wells III	2007.25
Anirban Basu	2014.0
Tanveer J. Siddiqui	2007.0
Qing Gao	2006.0
Qi Wang	2003.0
Henry E. Kyburg Jr.	2001.0
Federico Raue	2015.0
Jeffrey Mishler	2001.0
Steven Cadavid	2010.0
Gabriel Ghinita	2010.6666666666667
Liqun Chen	2014.0
Can Chen	2014.0
Vinay Deolalikar	2013.6666666666667
Debajyoti Ray	2009.0
Luca Benini	2013.6666666666667
Moshe Koppel	2007.0
Liang-Tien Chia	2008.0
Olivier Adam	2002.0
Zi Yang	2011.6666666666667
Dante Augusto Couto Barone	2004.0
Estevam Rafael Hruschka Junior	2011.0
Eugénie von Tunzelmann	2004.0
Min-Te Sun	2013.0
Keren Zhou	2015.0
Eric Martin	2014.0
Dominik Grimm	2014.0
Susan Holmes	2014.0
Lior Lukov	2005.0
Luigi Acerbi	2014.0
Mainak Jas	2015.0
Peng Jiang	2011.8
Xiangmin Zhou	2010.0
Hung Chim	2008.0
Aurosish Mishra	2013.0
Anurag Bhardwaj	2012.25
Andrew Lippman	2000.0
Giuseppe Santucci	2012.0
Wolfram Burgard	2003.0
Hideki Tanahashi	2001.0
Dariu M. Gavrila	2009.25
Hamad Alhammady	2004.75
Fred A. Hamprecht	2012.0
Barry Schwartz	2009.0
Ben Upcroft	2015.0
ZhongYang Huang	2011.8
Asad A. Butt	2010.5
Shiri Gordon	2006.0
Benyu Zhang	2005.2941176470588
Rami Al-Rfou'	2015.0
Kun Zhao	2006.5
Shao Mingxuan	2007.0
John J. Leggett	2005.3333333333333
Kimmo Koskenniemi	2002.0
Michael Hofmann	2009.0
Amri Napolitano	2008.4
Ferdinando Cicalese	2014.0
Gu Xu	2010.125
Juntae Kim	2004.0
Bryon K. Ehlmann	2002.0
Hiroshi Kuwajima	2007.5
Alexander Hornung	2010.0
Hidekata Hontani	2011.6666666666667
Lili Dworkin	2014.0
Jorge Pérez 0001	2011.0
Anna Vilanova	2008.0
Hui Sun	2006.0
Nathan Jones	2004.0
Shaodi You	2013.0
Trista P. Chen	2008.0
Abiodun Modupe	2011.0
Philippe Salembier	2013.0
Ian C. Bruce	2003.0
Graham D. Finlayson	2003.6666666666667
Jan Poland	2004.0
Asdrúbal López Chau	2012.0
Aaron P. Shon	2003.0
Yoshiki Suzuki	2013.0
Chen Yang	2011.0
Spyros I. Zoumpoulis	2014.0
Liaoruo Wang	2011.0
Kamel Smaïli	2014.0
Chu-Hui Lee	2004.0
Adel H. Fakih	2011.0
Sujoy Ghose	2002.0
Ghada Trabelsi	2012.0
Vincent Wertz	2007.0
Sylvain Létourneau	2008.0
Asbjørn Berge	2009.5
Bruce Spencer	2011.0
Dominique Guillot	2012.0
Marek Kubicki	2010.0
Yinghao Li	2007.0
Paris Smaragdis	2010.0
Jiquan Ngiam	2010.8333333333333
Murali Telaprolu	2012.0
Daniel Fleder	2005.5
Gook-Pil Roh	2011.0
Martin Harrigan	2012.0
Song Han	2011.6666666666667
Bruce A. Maxwell	2008.0
Matteo Pirotta	2013.0
Zhengming Ding	2014.5
Matthew W. Robards	2009.0
Jen-Hui Chuang	2008.0
Nicolas Baskiotis	2009.6666666666667
Chunyan Liang	2008.0
Mari-Carmen Marcos	2012.0
Clay J. Stanek	2013.0
Yeong-Chyi Lee	2001.0
Henry C. M. Leung	2014.0
Peter L. Bartlett	2007.75
Asier Aztiria	2011.0
Vijay K. Vaishnavi	2004.0
Beth Carpenter	2013.0
Jon M. Pearce	2014.0
Debasis Dash	2015.0
Pieter Peers	2009.5
Peng Un Mak	2011.0
Rohit Kumar Gupta	2015.0
Wei Jin	2008.6
Jian-Hui Yan	2012.0
Murad Badarna	2011.0
Francisco Chiclana	2011.0
Kannappan Palaniappan	2014.0
Vanessa Gómez-Verdejo	2011.0
Xuanzi Yong	2014.0
Johan A. K. Suykens	2010.0
Tiejun Zhao	2010.0
Ben Liblit	2004.5
Adam Rae	2012.0
Haruko Iwata	2012.0
Moritz Helmstaedter	2010.0
Jian Chu	2005.0
Aijun Bai	2013.0
Chun How Tan	2014.0
Andrew W. Moore 0001	2003.3333333333333
Liuhang Zhang	2013.0
Stefan Naulaerts	2015.0
Heng Liang	2010.0
Sukrit Shankar	2015.0
Yu Guo Wang	2004.0
Miao Wan	2011.0
Julien Lafaye	2008.0
Yogesh Simmhan	2011.0
Nathan R. Sturtevant	2009.0
Tom Heskes	2007.5
Michael J. V. Leach	2014.0
Ali Shemshadi	2015.0
Pramod Sharma	2012.5
Shane T. Jensen	2008.0
Keiller Nogueira	2015.0
Eytan Ruppin	2002.75
Davide Modolo	2015.0
Stavri G. Nikolov	2007.0
Apostolos N. Papadopoulos	2012.0
Pekka Malo	2011.5
Jiazhen Zhou	2012.0
Nuno Correia	2007.5
Purushottam Kar	2013.111111111111
Abhishek Sharma	2012.8333333333333
Yang Zhou	2011.5
Jian Wu	2014.142857142857
Puyang Xu	2011.0
Ling Hu	2013.5
Stephan K. Chalup	2003.0
Mingliang Zhu	2008.6666666666667
Henry S. Thompson	2011.0
Yifan Hao	2012.0
Li Zhang 0003	2008.3333333333333
Ming-Chu Chen	2014.0
Marc Sobel	2006.3333333333333
Vibhav G. Gogate	2014.0
Tsuyoshi Murata	2013.5
Xin Wang 0010	2001.6666666666667
Jason T. L. Wang	2012.0
Jan H. M. Korst	2010.0
Jaegul Choo	2011.6
Michal Laclavik	2014.0
Subhashis Banerjee	2012.0
Alon Vinnikov	2014.0
Thomas Hofmann	2004.4347826086957
Stéphane Boucheron	2000.0
Assaf J. Zeevi	2014.0
Nikolaus Theißing	2010.0
Krzysztof Koperski	2000.0
Shiyong Lu	2007.75
Giovanni Iacca	2013.5
Assaf Schuster	2007.0
Matthew Schultz	2003.0
Xiaoming Jin	2007.0
Andreas Argyriou	2007.857142857143
Vitaly Kliger	2008.0
Neel Sundaresan	2012.1666666666667
Huai-Yu Wu	2010.0
Michael Lam	2015.0
Kenji Suzuki	2014.0
Jim Gemmell	2009.5
Mitzi McCarthy	2014.0
Jing-Huei Lee	2006.0
Hongfei Yan	2011.3333333333333
Jevin D. West	2013.0
Hongze Qian	2015.0
Jan Heller	2011.75
David Keyes	2012.0
Pahal Dalal	2007.0
Bojan Pepik	2013.3333333333333
Pavan Shastry	2014.0
Yong Qi	2015.0
Chien Chin Chen	2010.6666666666667
Richard A. O'Keefe	2006.0
Xiaoguang Qi	2007.0
Darren Cosker	2013.0
Si-wei Gao	2006.0
Thivaharan Albin	2012.0
Sushil Jajodia	2000.75
Lingyun Zhang	2006.0
Maria Vanina Martinez	2013.0
Faraz Rasheed	2011.0
Aleksandr Vorobev	2015.0
Ying Sha	2013.0
James L. Wayman	2005.0
Hae Jong Seo	2009.0
Christos Giatsidis	2012.6666666666667
Rachana Parmar	2008.0
Daniel Paul Barrett	2013.0
Maxime Berar	2012.0
Ho Chung Wu	2006.0
Dimitris Kotzinos	2008.0
Arnab Dey	2002.0
Yuk Wah Wong	2009.0
Sumio Watanabe	2003.5
Mohammed Korayem	2012.0
Markos Markou	2004.0
Shing-Tung Yau	2012.0
Rémi Lemonnier	2014.0
Alisia R. Gill	2012.0
Andreas Kaltenbrunner	2008.0
Zhengyu Chen	2014.0
Marcin Korzen	2007.0
Venice Erin Liong	2015.0
Armando Fox	2009.5
Jie-Zhi Cheng	2009.0
Petteri Nurmi	2008.0
Fabian H. Sinz	2008.1666666666667
Qi-Cai He	2004.0
Minghuang Ma	2015.0
Jazarai Sturdivant	2014.0
Ivan Ivanov	2012.0
Austin Parker	2008.0
Stanley Y. W. Su	2000.0
Nate Derbinsky	2013.0
